TransactionID,CustomerName,Date,Items,Original_Items,Cleaned_Items,Sorted_Items,cleaned_items
2968,Kathleen Donovan,2025-11-18,"Potatoes,Eggs,Salt,Milk,Pasta","['Potatoes', 'Eggs', 'Salt', 'Milk', 'Pasta']","['potatoes', 'eggs', 'salt', 'milk', 'pasta']","['eggs', 'milk', 'pasta', 'potatoes', 'salt']",eggs; milk; pasta; potatoes; salt
2969,Jonathan Duarte,2024-12-17,"Fish,Salt","['Fish', 'Salt']","['fish', 'salt']","['fish', 'salt']",fish; salt
2970,Frank Webb,2025-02-12,"Potatoes,Oil,Shampoo","['Potatoes', 'Oil', 'Shampoo']","['potatoes', 'oil', 'shampoo']","['oil', 'potatoes', 'shampoo']",oil; potatoes; shampoo
2971,Joseph Butler,2025-02-28,"Bananas,Onions,Tomatoes,Potatoes","['Bananas', 'Onions', 'Tomatoes', 'Potatoes']","['bananas', 'onions', 'tomatoes', 'potatoes']","['bananas', 'onions', 'potatoes', 'tomatoes']",bananas; onions; potatoes; tomatoes
2972,Mr. David Sanders,2025-07-16,"Cheese,Salt,Potatoes,Bananas","['Cheese', 'Salt', 'Potatoes', 'Bananas']","['cheese', 'salt', 'potatoes', 'bananas']","['bananas', 'cheese', 'potatoes', 'salt']",bananas; cheese; potatoes; salt
2973,Edwin King DVM,2025-05-17,"Beef,Yogurt","['Beef', 'Yogurt']","['beef', 'yogurt']","['beef', 'yogurt']",beef; yogurt
2974,Veronica Jimenez,2025-09-20,"Eggs,Sugar,Cheese,Butter,Tea","['Eggs', 'Sugar', 'Cheese', 'Butter', 'Tea']","['eggs', 'sugar', 'cheese', 'butter', 'tea']","['butter', 'cheese', 'eggs', 'sugar', 'tea']",butter; cheese; eggs; sugar; tea
2975,Suzanne Reilly,2025-05-12,"Sugar,Apples,Bananas,Shampoo,Carrots","['Sugar', 'Apples', 'Bananas', 'Shampoo', 'Carrots']","['sugar', 'apples', 'bananas', 'shampoo', 'carrots']","['apples', 'bananas', 'carrots', 'shampoo', 'sugar']",apples; bananas; carrots; shampoo; sugar
2976,Adam Johnson,2025-03-05,"Onions,Bananas","['Onions', 'Bananas']","['onions', 'bananas']","['bananas', 'onions']",bananas; onions
2977,Benjamin Gibson,2025-07-08,"Oranges,Chicken,Fish","['Oranges', 'Chicken', 'Fish']","['oranges', 'chicken', 'fish']","['chicken', 'fish', 'oranges']",chicken; fish; oranges
2978,Ashley Simpson,2025-03-11,"Pasta,Eggs,Fish,Apples,Coffee,Tomatoes,Onions","['Pasta', 'Eggs', 'Fish', 'Apples', 'Coffee', 'Tomatoes', 'Onions']","['pasta', 'eggs', 'fish', 'apples', 'coffee', 'tomatoes', 'onions']","['apples', 'coffee', 'eggs', 'fish', 'onions', 'pasta', 'tomatoes']",apples; coffee; eggs; fish; onions; pasta; tomatoes
2979,Eric Swanson,2025-03-12,"Sugar,Cheese,Apples","['Sugar', 'Cheese', 'Apples']","['sugar', 'cheese', 'apples']","['apples', 'cheese', 'sugar']",apples; cheese; sugar
2980,Brian Medina,2025-04-12,"Carrots,Tomatoes,Milk,Pasta,Bread,Apples","['Carrots', 'Tomatoes', 'Milk', 'Pasta', 'Bread', 'Apples']","['carrots', 'tomatoes', 'milk', 'pasta', 'bread', 'apples']","['apples', 'bread', 'carrots', 'milk', 'pasta', 'tomatoes']",apples; bread; carrots; milk; pasta; tomatoes
2981,Wendy Fisher,2024-12-25,"Juice,Soap","['Juice', 'Soap']","['juice', 'soap']","['juice', 'soap']",juice; soap
2982,Kyle Harrington,2025-02-10,"Rice,Toothpaste","['Rice', 'Toothpaste']","['rice', 'toothpaste']","['rice', 'toothpaste']",rice; toothpaste
2983,James Villanueva,2025-11-07,"Butter,Soap,Rice,Eggs,Bread","['Butter', 'Soap', 'Rice', 'Eggs', 'Bread']","['butter', 'soap', 'rice', 'eggs', 'bread']","['bread', 'butter', 'eggs', 'rice', 'soap']",bread; butter; eggs; rice; soap
2984,Crystal Randolph,2025-10-20,"Flour,Bread,Eggs,Oranges","['Flour', 'Bread', 'Eggs', 'Oranges']","['flour', 'bread', 'eggs', 'oranges']","['bread', 'eggs', 'flour', 'oranges']",bread; eggs; flour; oranges
2985,Michael Mcdonald,2025-08-04,"Potatoes,Onions,Tomatoes,Butter,Yogurt","['Potatoes', 'Onions', 'Tomatoes', 'Butter', 'Yogurt']","['potatoes', 'onions', 'tomatoes', 'butter', 'yogurt']","['butter', 'onions', 'potatoes', 'tomatoes', 'yogurt']",butter; onions; potatoes; tomatoes; yogurt
2986,Mariah Williams,2025-08-17,"Salt,Coffee,Beef,Eggs,Carrots,Oil","['Salt', 'Coffee', 'Beef', 'Eggs', 'Carrots', 'Oil']","['salt', 'coffee', 'beef', 'eggs', 'carrots', 'oil']","['beef', 'carrots', 'coffee', 'eggs', 'oil', 'salt']",beef; carrots; coffee; eggs; oil; salt
2987,Laura Stevens,2025-03-05,"Bananas,Yogurt,Sugar","['Bananas', 'Yogurt', 'Sugar']","['bananas', 'yogurt', 'sugar']","['bananas', 'sugar', 'yogurt']",bananas; sugar; yogurt
2988,Charles Brewer,2025-05-10,"Yogurt,Coffee,Potatoes,Bread,Sugar,Tomatoes,Salt","['Yogurt', 'Coffee', 'Potatoes', 'Bread', 'Sugar', 'Tomatoes', 'Salt']","['yogurt', 'coffee', 'potatoes', 'bread', 'sugar', 'tomatoes', 'salt']","['bread', 'coffee', 'potatoes', 'salt', 'sugar', 'tomatoes', 'yogurt']",bread; coffee; potatoes; salt; sugar; tomatoes; yogurt
2989,Christine Bryant,2025-09-09,"Beef,Carrots,Milk,Toothpaste,Potatoes,Bread","['Beef', 'Carrots', 'Milk', 'Toothpaste', 'Potatoes', 'Bread']","['beef', 'carrots', 'milk', 'toothpaste', 'potatoes', 'bread']","['beef', 'bread', 'carrots', 'milk', 'potatoes', 'toothpaste']",beef; bread; carrots; milk; potatoes; toothpaste
2990,Curtis Johnson,2025-11-07,"Grapes,Tomatoes,Apples","['Grapes', 'Tomatoes', 'Apples']","['grapes', 'tomatoes', 'apples']","['apples', 'grapes', 'tomatoes']",apples; grapes; tomatoes
2991,Dr. Juan Lee,2025-07-01,"Sugar,Cheese,Salt,Chicken","['Sugar', 'Cheese', 'Salt', 'Chicken']","['sugar', 'cheese', 'salt', 'chicken']","['cheese', 'chicken', 'salt', 'sugar']",cheese; chicken; salt; sugar
2992,Robert Johnson,2025-04-13,"Onions,Flour,Butter,Shampoo,Oil,Sugar,Carrots","['Onions', 'Flour', 'Butter', 'Shampoo', 'Oil', 'Sugar', 'Carrots']","['onions', 'flour', 'butter', 'shampoo', 'oil', 'sugar', 'carrots']","['butter', 'carrots', 'flour', 'oil', 'onions', 'shampoo', 'sugar']",butter; carrots; flour; oil; onions; shampoo; sugar
2993,Hannah Gordon,2025-02-28,"Sugar,Milk,Shampoo","['Sugar', 'Milk', 'Shampoo']","['sugar', 'milk', 'shampoo']","['milk', 'shampoo', 'sugar']",milk; shampoo; sugar
2994,Michael Abbott,2025-07-01,"Coffee,Fish,Butter,Bread","['Coffee', 'Fish', 'Butter', 'Bread']","['coffee', 'fish', 'butter', 'bread']","['bread', 'butter', 'coffee', 'fish']",bread; butter; coffee; fish
2995,Zachary Kent,2024-12-24,"Fish,Milk","['Fish', 'Milk']","['fish', 'milk']","['fish', 'milk']",fish; milk
2996,Destiny Jones,2025-07-26,"Cereal,Salt,Flour,Rice,Grapes,Oil","['Cereal', 'Salt', 'Flour', 'Rice', 'Grapes', 'Oil']","['cereal', 'salt', 'flour', 'rice', 'grapes', 'oil']","['cereal', 'flour', 'grapes', 'oil', 'rice', 'salt']",cereal; flour; grapes; oil; rice; salt
2997,Tracy Shelton,2025-04-11,"Chicken,Soap,Tomatoes","['Chicken', 'Soap', 'Tomatoes']","['chicken', 'soap', 'tomatoes']","['chicken', 'soap', 'tomatoes']",chicken; soap; tomatoes
2998,John Castillo,2024-11-24,"Flour,Onions,Butter,Chicken","['Flour', 'Onions', 'Butter', 'Chicken']","['flour', 'onions', 'butter', 'chicken']","['butter', 'chicken', 'flour', 'onions']",butter; chicken; flour; onions
2999,Deborah Nelson,2025-07-28,"Salt,Flour","['Salt', 'Flour']","['salt', 'flour']","['flour', 'salt']",flour; salt
3000,Melissa Hart,2025-09-12,"Salt,Rice,Fish,Toothpaste,Tea,Eggs,Apples","['Salt', 'Rice', 'Fish', 'Toothpaste', 'Tea', 'Eggs', 'Apples']","['salt', 'rice', 'fish', 'toothpaste', 'tea', 'eggs', 'apples']","['apples', 'eggs', 'fish', 'rice', 'salt', 'tea', 'toothpaste']",apples; eggs; fish; rice; salt; tea; toothpaste
3001,Alexandra Evans,2025-03-16,"Shampoo,Soap,Potatoes","['Shampoo', 'Soap', 'Potatoes']","['shampoo', 'soap', 'potatoes']","['potatoes', 'shampoo', 'soap']",potatoes; shampoo; soap
3002,Zachary Obrien,2025-07-30,"Beef,Flour,Shampoo,Onions,Cheese,Salt","['Beef', 'Flour', 'Shampoo', 'Onions', 'Cheese', 'Salt']","['beef', 'flour', 'shampoo', 'onions', 'cheese', 'salt']","['beef', 'cheese', 'flour', 'onions', 'salt', 'shampoo']",beef; cheese; flour; onions; salt; shampoo
3003,Elizabeth Griffin,2025-02-28,"Flour,Tomatoes,Onions,Oil,Juice,Bread,Cheese","['Flour', 'Tomatoes', 'Onions', 'Oil', 'Juice', 'Bread', 'Cheese']","['flour', 'tomatoes', 'onions', 'oil', 'juice', 'bread', 'cheese']","['bread', 'cheese', 'flour', 'juice', 'oil', 'onions', 'tomatoes']",bread; cheese; flour; juice; oil; onions; tomatoes
3004,Catherine Rice,2025-10-07,"Grapes,Salt,Toothpaste,Eggs,Bananas,Oranges","['Grapes', 'Salt', 'Toothpaste', 'Eggs', 'Bananas', 'Oranges']","['grapes', 'salt', 'toothpaste', 'eggs', 'bananas', 'oranges']","['bananas', 'eggs', 'grapes', 'oranges', 'salt', 'toothpaste']",bananas; eggs; grapes; oranges; salt; toothpaste
3005,Roy Hunter,2024-12-18,"Bread,Eggs,Shampoo,Onions,Milk,Cereal,Carrots","['Bread', 'Eggs', 'Shampoo', 'Onions', 'Milk', 'Cereal', 'Carrots']","['bread', 'eggs', 'shampoo', 'onions', 'milk', 'cereal', 'carrots']","['bread', 'carrots', 'cereal', 'eggs', 'milk', 'onions', 'shampoo']",bread; carrots; cereal; eggs; milk; onions; shampoo
3006,Gregory Roberts,2025-10-10,"Grapes,Chicken","['Grapes', 'Chicken']","['grapes', 'chicken']","['chicken', 'grapes']",chicken; grapes
3007,Michelle Dennis,2025-11-13,"Grapes,Apples","['Grapes', 'Apples']","['grapes', 'apples']","['apples', 'grapes']",apples; grapes
3008,Jeffrey Estrada,2025-08-10,"Oranges,Soap","['Oranges', 'Soap']","['oranges', 'soap']","['oranges', 'soap']",oranges; soap
3009,Derek Adams,2025-06-01,"Apples,Eggs,Chicken,Cheese,Rice,Grapes","['Apples', 'Eggs', 'Chicken', 'Cheese', 'Rice', 'Grapes']","['apples', 'eggs', 'chicken', 'cheese', 'rice', 'grapes']","['apples', 'cheese', 'chicken', 'eggs', 'grapes', 'rice']",apples; cheese; chicken; eggs; grapes; rice
3010,Howard Lindsey,2025-04-23,"Yogurt,Oranges,Salt,Bananas","['Yogurt', 'Oranges', 'Salt', 'Bananas']","['yogurt', 'oranges', 'salt', 'bananas']","['bananas', 'oranges', 'salt', 'yogurt']",bananas; oranges; salt; yogurt
3011,Fernando Guerra,2025-06-29,"Shampoo,Toothpaste,Bananas,Onions","['Shampoo', 'Toothpaste', 'Bananas', 'Onions']","['shampoo', 'toothpaste', 'bananas', 'onions']","['bananas', 'onions', 'shampoo', 'toothpaste']",bananas; onions; shampoo; toothpaste
3012,Shannon Griffin,2025-03-20,"Oranges,Juice,Carrots,Sugar,Cheese","['Oranges', 'Juice', 'Carrots', 'Sugar', 'Cheese']","['oranges', 'juice', 'carrots', 'sugar', 'cheese']","['carrots', 'cheese', 'juice', 'oranges', 'sugar']",carrots; cheese; juice; oranges; sugar
3013,Matthew Ross,2025-01-22,"Oil,Shampoo,Milk,Coffee","['Oil', 'Shampoo', 'Milk', 'Coffee']","['oil', 'shampoo', 'milk', 'coffee']","['coffee', 'milk', 'oil', 'shampoo']",coffee; milk; oil; shampoo
3014,Kevin Mckenzie,2025-04-30,"Tomatoes,Oil","['Tomatoes', 'Oil']","['tomatoes', 'oil']","['oil', 'tomatoes']",oil; tomatoes
3015,Margaret Dean,2025-08-25,"Tea,Soap,Grapes,Toothpaste,Pasta,Chicken,Cheese","['Tea', 'Soap', 'Grapes', 'Toothpaste', 'Pasta', 'Chicken', 'Cheese']","['tea', 'soap', 'grapes', 'toothpaste', 'pasta', 'chicken', 'cheese']","['cheese', 'chicken', 'grapes', 'pasta', 'soap', 'tea', 'toothpaste']",cheese; chicken; grapes; pasta; soap; tea; toothpaste
3016,Shawn Garcia,2025-05-02,"Soap,Coffee","['Soap', 'Coffee']","['soap', 'coffee']","['coffee', 'soap']",coffee; soap
3017,Tara Henry,2025-06-24,"Juice,Tomatoes","['Juice', 'Tomatoes']","['juice', 'tomatoes']","['juice', 'tomatoes']",juice; tomatoes
3018,Gabriel Acosta,2025-11-05,"Tomatoes,Toothpaste,Chicken,Carrots,Sugar,Oil,Grapes","['Tomatoes', 'Toothpaste', 'Chicken', 'Carrots', 'Sugar', 'Oil', 'Grapes']","['tomatoes', 'toothpaste', 'chicken', 'carrots', 'sugar', 'oil', 'grapes']","['carrots', 'chicken', 'grapes', 'oil', 'sugar', 'tomatoes', 'toothpaste']",carrots; chicken; grapes; oil; sugar; tomatoes; toothpaste
3019,Erika Valentine,2025-05-03,"Salt,Butter,Flour,Tea","['Salt', 'Butter', 'Flour', 'Tea']","['salt', 'butter', 'flour', 'tea']","['butter', 'flour', 'salt', 'tea']",butter; flour; salt; tea
3020,Valerie Schmidt,2025-11-13,"Cheese,Tea,Chicken,Tomatoes","['Cheese', 'Tea', 'Chicken', 'Tomatoes']","['cheese', 'tea', 'chicken', 'tomatoes']","['cheese', 'chicken', 'tea', 'tomatoes']",cheese; chicken; tea; tomatoes
3021,Monica Brown,2024-11-23,"Flour,Cereal,Chicken,Apples,Butter,Juice,Onions","['Flour', 'Cereal', 'Chicken', 'Apples', 'Butter', 'Juice', 'Onions']","['flour', 'cereal', 'chicken', 'apples', 'butter', 'juice', 'onions']","['apples', 'butter', 'cereal', 'chicken', 'flour', 'juice', 'onions']",apples; butter; cereal; chicken; flour; juice; onions
3022,April Alexander,2024-12-11,"Salt,Butter,Fish,Carrots,Soap","['Salt', 'Butter', 'Fish', 'Carrots', 'Soap']","['salt', 'butter', 'fish', 'carrots', 'soap']","['butter', 'carrots', 'fish', 'salt', 'soap']",butter; carrots; fish; salt; soap
3023,Sherry Rivas,2025-08-27,"Flour,Soap,Juice","['Flour', 'Soap', 'Juice']","['flour', 'soap', 'juice']","['flour', 'juice', 'soap']",flour; juice; soap
3024,Andrea Adams,2025-08-27,"Cereal,Oranges,Yogurt,Tea","['Cereal', 'Oranges', 'Yogurt', 'Tea']","['cereal', 'oranges', 'yogurt', 'tea']","['cereal', 'oranges', 'tea', 'yogurt']",cereal; oranges; tea; yogurt
3025,Joseph Hanna,2025-01-11,"Pasta,Onions,Juice,Tea,Salt,Eggs,Carrots","['Pasta', 'Onions', 'Juice', 'Tea', 'Salt', 'Eggs', 'Carrots']","['pasta', 'onions', 'juice', 'tea', 'salt', 'eggs', 'carrots']","['carrots', 'eggs', 'juice', 'onions', 'pasta', 'salt', 'tea']",carrots; eggs; juice; onions; pasta; salt; tea
3026,Kevin Benson,2025-06-08,"Pasta,Yogurt,Oil,Fish","['Pasta', 'Yogurt', 'Oil', 'Fish']","['pasta', 'yogurt', 'oil', 'fish']","['fish', 'oil', 'pasta', 'yogurt']",fish; oil; pasta; yogurt
3027,James Anderson,2025-11-02,"Coffee,Cheese,Milk,Butter,Tea","['Coffee', 'Cheese', 'Milk', 'Butter', 'Tea']","['coffee', 'cheese', 'milk', 'butter', 'tea']","['butter', 'cheese', 'coffee', 'milk', 'tea']",butter; cheese; coffee; milk; tea
3028,Adam Holt,2025-01-18,"Butter,Potatoes,Shampoo,Beef,Sugar,Flour,Bananas","['Butter', 'Potatoes', 'Shampoo', 'Beef', 'Sugar', 'Flour', 'Bananas']","['butter', 'potatoes', 'shampoo', 'beef', 'sugar', 'flour', 'bananas']","['bananas', 'beef', 'butter', 'flour', 'potatoes', 'shampoo', 'sugar']",bananas; beef; butter; flour; potatoes; shampoo; sugar
3029,Caleb Lowe,2025-04-30,"Fish,Milk,Tomatoes,Potatoes,Apples","['Fish', 'Milk', 'Tomatoes', 'Potatoes', 'Apples']","['fish', 'milk', 'tomatoes', 'potatoes', 'apples']","['apples', 'fish', 'milk', 'potatoes', 'tomatoes']",apples; fish; milk; potatoes; tomatoes
3030,James Scott,2025-05-01,"Carrots,Tomatoes","['Carrots', 'Tomatoes']","['carrots', 'tomatoes']","['carrots', 'tomatoes']",carrots; tomatoes
3031,Matthew Collins,2025-11-04,"Beef,Milk","['Beef', 'Milk']","['beef', 'milk']","['beef', 'milk']",beef; milk
3032,Timothy Ingram,2025-10-01,"Cheese,Sugar,Potatoes,Juice,Coffee,Chicken","['Cheese', 'Sugar', 'Potatoes', 'Juice', 'Coffee', 'Chicken']","['cheese', 'sugar', 'potatoes', 'juice', 'coffee', 'chicken']","['cheese', 'chicken', 'coffee', 'juice', 'potatoes', 'sugar']",cheese; chicken; coffee; juice; potatoes; sugar
3033,Ryan Lopez,2025-03-27,"Onions,Carrots,Bananas,Tomatoes,Sugar,Chicken,Butter","['Onions', 'Carrots', 'Bananas', 'Tomatoes', 'Sugar', 'Chicken', 'Butter']","['onions', 'carrots', 'bananas', 'tomatoes', 'sugar', 'chicken', 'butter']","['bananas', 'butter', 'carrots', 'chicken', 'onions', 'sugar', 'tomatoes']",bananas; butter; carrots; chicken; onions; sugar; tomatoes
3034,Keith Baxter,2025-05-21,"Toothpaste,Pasta","['Toothpaste', 'Pasta']","['toothpaste', 'pasta']","['pasta', 'toothpaste']",pasta; toothpaste
3035,Christopher Nichols,2025-10-20,"Chicken,Toothpaste,Bread,Grapes,Milk","['Chicken', 'Toothpaste', 'Bread', 'Grapes', 'Milk']","['chicken', 'toothpaste', 'bread', 'grapes', 'milk']","['bread', 'chicken', 'grapes', 'milk', 'toothpaste']",bread; chicken; grapes; milk; toothpaste
3036,Michael Woods,2025-08-09,"Milk,Beef,Cereal,Cheese,Butter","['Milk', 'Beef', 'Cereal', 'Cheese', 'Butter']","['milk', 'beef', 'cereal', 'cheese', 'butter']","['beef', 'butter', 'cereal', 'cheese', 'milk']",beef; butter; cereal; cheese; milk
3037,Rachel Guerrero,2025-05-20,"Milk,Apples,Oranges,Sugar,Grapes,Salt,Soap","['Milk', 'Apples', 'Oranges', 'Sugar', 'Grapes', 'Salt', 'Soap']","['milk', 'apples', 'oranges', 'sugar', 'grapes', 'salt', 'soap']","['apples', 'grapes', 'milk', 'oranges', 'salt', 'soap', 'sugar']",apples; grapes; milk; oranges; salt; soap; sugar
3038,Patrick Allen,2025-05-30,"Apples,Flour","['Apples', 'Flour']","['apples', 'flour']","['apples', 'flour']",apples; flour
3039,Jackson Gentry,2025-11-07,"Carrots,Bread,Tomatoes,Toothpaste","['Carrots', 'Bread', 'Tomatoes', 'Toothpaste']","['carrots', 'bread', 'tomatoes', 'toothpaste']","['bread', 'carrots', 'tomatoes', 'toothpaste']",bread; carrots; tomatoes; toothpaste
3040,Cheryl Miller,2025-05-10,"Potatoes,Bread,Butter,Cereal,Beef","['Potatoes', 'Bread', 'Butter', 'Cereal', 'Beef']","['potatoes', 'bread', 'butter', 'cereal', 'beef']","['beef', 'bread', 'butter', 'cereal', 'potatoes']",beef; bread; butter; cereal; potatoes
3041,Walter Brown,2025-10-29,"Coffee,Yogurt,Chicken,Onions","['Coffee', 'Yogurt', 'Chicken', 'Onions']","['coffee', 'yogurt', 'chicken', 'onions']","['chicken', 'coffee', 'onions', 'yogurt']",chicken; coffee; onions; yogurt
3042,Barbara Griffith,2024-12-11,"Cheese,Shampoo,Apples,Coffee,Onions,Juice,Grapes","['Cheese', 'Shampoo', 'Apples', 'Coffee', 'Onions', 'Juice', 'Grapes']","['cheese', 'shampoo', 'apples', 'coffee', 'onions', 'juice', 'grapes']","['apples', 'cheese', 'coffee', 'grapes', 'juice', 'onions', 'shampoo']",apples; cheese; coffee; grapes; juice; onions; shampoo
3043,Emily Zamora,2025-01-20,"Flour,Toothpaste,Onions","['Flour', 'Toothpaste', 'Onions']","['flour', 'toothpaste', 'onions']","['flour', 'onions', 'toothpaste']",flour; onions; toothpaste
3044,Peter Farrell,2025-02-14,"Cheese,Carrots,Juice,Milk,Soap,Fish","['Cheese', 'Carrots', 'Juice', 'Milk', 'Soap', 'Fish']","['cheese', 'carrots', 'juice', 'milk', 'soap', 'fish']","['carrots', 'cheese', 'fish', 'juice', 'milk', 'soap']",carrots; cheese; fish; juice; milk; soap
3045,Tara Anderson,2025-08-26,"Tea,Chicken","['Tea', 'Chicken']","['tea', 'chicken']","['chicken', 'tea']",chicken; tea
3046,Joseph Collins,2025-02-07,"Potatoes,Pasta,Salt,Onions,Milk,Soap","['Potatoes', 'Pasta', 'Salt', 'Onions', 'Milk', 'Soap']","['potatoes', 'pasta', 'salt', 'onions', 'milk', 'soap']","['milk', 'onions', 'pasta', 'potatoes', 'salt', 'soap']",milk; onions; pasta; potatoes; salt; soap
3047,Kelly Reynolds,2025-04-02,"Carrots,Onions,Salt,Juice,Toothpaste,Eggs,Coffee","['Carrots', 'Onions', 'Salt', 'Juice', 'Toothpaste', 'Eggs', 'Coffee']","['carrots', 'onions', 'salt', 'juice', 'toothpaste', 'eggs', 'coffee']","['carrots', 'coffee', 'eggs', 'juice', 'onions', 'salt', 'toothpaste']",carrots; coffee; eggs; juice; onions; salt; toothpaste
3048,Shaun Howell,2024-12-10,"Coffee,Shampoo,Potatoes,Tea,Cheese","['Coffee', 'Shampoo', 'Potatoes', 'Tea', 'Cheese']","['coffee', 'shampoo', 'potatoes', 'tea', 'cheese']","['cheese', 'coffee', 'potatoes', 'shampoo', 'tea']",cheese; coffee; potatoes; shampoo; tea
3049,Megan Williams,2025-03-17,"Tea,Cheese,Grapes,Tomatoes,Juice,Rice,Potatoes","['Tea', 'Cheese', 'Grapes', 'Tomatoes', 'Juice', 'Rice', 'Potatoes']","['tea', 'cheese', 'grapes', 'tomatoes', 'juice', 'rice', 'potatoes']","['cheese', 'grapes', 'juice', 'potatoes', 'rice', 'tea', 'tomatoes']",cheese; grapes; juice; potatoes; rice; tea; tomatoes
3050,Ryan Woodard,2025-08-28,"Oranges,Butter,Carrots","['Oranges', 'Butter', 'Carrots']","['oranges', 'butter', 'carrots']","['butter', 'carrots', 'oranges']",butter; carrots; oranges
3051,Dwayne Anthony,2025-07-14,"Butter,Fish","['Butter', 'Fish']","['butter', 'fish']","['butter', 'fish']",butter; fish
3052,Timothy Williams,2025-05-10,"Eggs,Cheese,Pasta,Onions","['Eggs', 'Cheese', 'Pasta', 'Onions']","['eggs', 'cheese', 'pasta', 'onions']","['cheese', 'eggs', 'onions', 'pasta']",cheese; eggs; onions; pasta
3053,Judy Phillips MD,2025-10-21,"Tea,Bread","['Tea', 'Bread']","['tea', 'bread']","['bread', 'tea']",bread; tea
3054,William Black,2025-07-08,"Milk,Cereal,Tomatoes,Apples","['Milk', 'Cereal', 'Tomatoes', 'Apples']","['milk', 'cereal', 'tomatoes', 'apples']","['apples', 'cereal', 'milk', 'tomatoes']",apples; cereal; milk; tomatoes
3055,Nathaniel Mann,2025-09-26,"Fish,Cheese,Juice,Onions,Potatoes,Oranges,Grapes","['Fish', 'Cheese', 'Juice', 'Onions', 'Potatoes', 'Oranges', 'Grapes']","['fish', 'cheese', 'juice', 'onions', 'potatoes', 'oranges', 'grapes']","['cheese', 'fish', 'grapes', 'juice', 'onions', 'oranges', 'potatoes']",cheese; fish; grapes; juice; onions; oranges; potatoes
3056,Dalton Ellison,2025-01-12,"Grapes,Oranges,Onions","['Grapes', 'Oranges', 'Onions']","['grapes', 'oranges', 'onions']","['grapes', 'onions', 'oranges']",grapes; onions; oranges
3057,Kevin Carr,2025-11-03,"Fish,Tomatoes,Milk,Soap,Tea,Butter","['Fish', 'Tomatoes', 'Milk', 'Soap', 'Tea', 'Butter']","['fish', 'tomatoes', 'milk', 'soap', 'tea', 'butter']","['butter', 'fish', 'milk', 'soap', 'tea', 'tomatoes']",butter; fish; milk; soap; tea; tomatoes
3058,Brandon Davis,2025-03-16,"Carrots,Rice,Oil,Pasta,Milk,Potatoes,Bread","['Carrots', 'Rice', 'Oil', 'Pasta', 'Milk', 'Potatoes', 'Bread']","['carrots', 'rice', 'oil', 'pasta', 'milk', 'potatoes', 'bread']","['bread', 'carrots', 'milk', 'oil', 'pasta', 'potatoes', 'rice']",bread; carrots; milk; oil; pasta; potatoes; rice
3059,Laurie Norris,2025-06-14,"Coffee,Potatoes,Shampoo,Butter,Sugar,Carrots","['Coffee', 'Potatoes', 'Shampoo', 'Butter', 'Sugar', 'Carrots']","['coffee', 'potatoes', 'shampoo', 'butter', 'sugar', 'carrots']","['butter', 'carrots', 'coffee', 'potatoes', 'shampoo', 'sugar']",butter; carrots; coffee; potatoes; shampoo; sugar
3060,Kyle Valdez,2025-02-11,"Grapes,Salt,Cheese","['Grapes', 'Salt', 'Cheese']","['grapes', 'salt', 'cheese']","['cheese', 'grapes', 'salt']",cheese; grapes; salt
3061,Leslie Crane,2025-02-04,"Flour,Shampoo,Oranges,Cheese,Grapes","['Flour', 'Shampoo', 'Oranges', 'Cheese', 'Grapes']","['flour', 'shampoo', 'oranges', 'cheese', 'grapes']","['cheese', 'flour', 'grapes', 'oranges', 'shampoo']",cheese; flour; grapes; oranges; shampoo
3062,Kimberly Bauer,2025-07-31,"Butter,Chicken,Milk,Apples,Bananas,Sugar,Eggs","['Butter', 'Chicken', 'Milk', 'Apples', 'Bananas', 'Sugar', 'Eggs']","['butter', 'chicken', 'milk', 'apples', 'bananas', 'sugar', 'eggs']","['apples', 'bananas', 'butter', 'chicken', 'eggs', 'milk', 'sugar']",apples; bananas; butter; chicken; eggs; milk; sugar
3063,Cathy Gregory,2025-08-24,"Potatoes,Flour,Onions,Rice,Beef","['Potatoes', 'Flour', 'Onions', 'Rice', 'Beef']","['potatoes', 'flour', 'onions', 'rice', 'beef']","['beef', 'flour', 'onions', 'potatoes', 'rice']",beef; flour; onions; potatoes; rice
3064,Jared Daniels,2025-02-27,"Bread,Tomatoes,Beef","['Bread', 'Tomatoes', 'Beef']","['bread', 'tomatoes', 'beef']","['beef', 'bread', 'tomatoes']",beef; bread; tomatoes
3065,Cynthia Dorsey,2025-10-03,"Pasta,Shampoo,Fish,Grapes","['Pasta', 'Shampoo', 'Fish', 'Grapes']","['pasta', 'shampoo', 'fish', 'grapes']","['fish', 'grapes', 'pasta', 'shampoo']",fish; grapes; pasta; shampoo
3066,Jose Harmon,2025-08-24,"Carrots,Flour,Shampoo,Fish","['Carrots', 'Flour', 'Shampoo', 'Fish']","['carrots', 'flour', 'shampoo', 'fish']","['carrots', 'fish', 'flour', 'shampoo']",carrots; fish; flour; shampoo
3067,Terri Richardson,2025-08-16,"Coffee,Oil,Yogurt,Bananas,Eggs,Tomatoes","['Coffee', 'Oil', 'Yogurt', 'Bananas', 'Eggs', 'Tomatoes']","['coffee', 'oil', 'yogurt', 'bananas', 'eggs', 'tomatoes']","['bananas', 'coffee', 'eggs', 'oil', 'tomatoes', 'yogurt']",bananas; coffee; eggs; oil; tomatoes; yogurt
