TransactionID,CustomerName,Date,Items
2472,James Reeves,8/25/2025,"Apples,Bread,Carrots,Chicken,Rice,Oil"
2473,Justin Webster,10/10/2025,"Oranges,Bananas,Rice,Carrots,Oil"
2474,Jacqueline Hatfield,3/3/2025,"Oil,Butter,Tea,Bananas,Cheese,Apples,Toothpaste"
2475,Paul Brown,12/7/2024,"Tea,Carrots,Bread,Cereal"
2476,Jason Delacruz,10/10/2025,"Cheese,Toothpaste,Grapes,Eggs,Coffee,Shampoo,Juice"
2477,Barbara Stanton,7/20/2025,"Yogurt,Juice,Oranges,Cereal,Bananas,Chicken"
2478,Kimberly Guzman,3/21/2025,"Flour,Cereal,Butter,Onions"
2479,Cody Grimes,2/1/2025,"Toothpaste,Cereal,Soap,Milk,Rice,Onions"
2480,Dr. Connor Schroeder DVM,12/29/2024,"Cereal,Chicken,Pasta,Potatoes"
2481,Robert Collier,5/16/2025,"Milk,Potatoes"
2482,Michael Walker,6/21/2025,"Cereal,Potatoes"
2483,Howard Petty,8/30/2025,"Shampoo,Onions"
2484,Wendy Oconnell,5/21/2025,"Bread,Apples,Oranges,Cheese"
2485,Kristina Murphy,5/18/2025,"Yogurt,Tea,Soap,Onions"
2486,Ashley Hutchinson DDS,9/23/2025,"Toothpaste,Soap,Cheese,Juice,Tomatoes,Tea"
2487,Laura Garcia,12/2/2024,"Rice,Apples,Soap,Grapes"
2488,Morgan Morrison,3/19/2025,"Bananas,Grapes,Rice"
2489,Kevin Ortiz,12/22/2024,"Tomatoes,Onions,Chicken,Bread"
2490,Sherri Frank,6/26/2025,"Yogurt,Apples"
2491,Savannah Moreno,8/11/2025,"Rice,Bread,Juice"
2492,Pamela Sandoval,1/27/2025,"Cheese,Sugar,Milk,Fish,Chicken,Bananas,Bread"
2493,Megan Herrera,1/13/2025,"Shampoo,Salt,Toothpaste,Flour,Tomatoes,Cheese,Oranges"
2494,Sandra Guzman,8/21/2025,"Cheese,Milk,Yogurt,Salt,Bread,Bananas,Fish"
2495,Rebecca Aguilar,6/5/2025,"Coffee,Tomatoes,Grapes,Bananas"
2496,Bradley Brown,1/2/2025,"Milk,Salt,Yogurt,Oranges,Flour,Tomatoes"
2497,Katrina Lyons,8/22/2025,"Cereal,Butter,Carrots,Soap"
2498,Ann Lewis,10/26/2025,"Pasta,Oil"
2499,Briana Scott,10/4/2025,"Apples,Shampoo,Bread"
2500,Melissa Hernandez,4/20/2025,"Oranges,Fish,Sugar,Flour,Bananas"
2501,Gregory Trujillo,3/29/2025,"Bread,Flour,Butter"
2502,Carl Davis,11/7/2025,"Coffee,Yogurt,Onions"
2503,Gregory Johnson,12/28/2024,"Grapes,Beef,Tea,Pasta,Fish"
2504,Gary Ross,11/27/2024,"Coffee,Eggs,Carrots,Tomatoes"
2505,Susan Thompson,1/31/2025,"Tea,Chicken,Pasta,Yogurt,Fish,Eggs,Potatoes"
2506,Samuel Odom,3/26/2025,"Fish,Sugar,Cheese,Beef"
2507,Kelly Dickson,5/14/2025,"Butter,Cereal,Chicken,Rice"
2508,Henry Young,2/6/2025,"Butter,Coffee,Tomatoes"
2509,Allen Schultz,7/23/2025,"Juice,Tea,Butter,Shampoo,Yogurt,Toothpaste"
2510,Billy Johnston DDS,1/28/2025,"Tomatoes,Salt,Soap,Yogurt,Grapes"
2511,Eric Jackson,3/10/2025,"Onions,Oranges"
2512,Steven Benson MD,3/31/2025,"Cereal,Sugar"
2513,Anna Oneal,5/23/2025,"Oranges,Potatoes,Juice,Carrots,Sugar"
2514,Michelle Kane,5/25/2025,"Rice,Toothpaste,Apples"
2515,Holly White,8/18/2025,"Flour,Butter,Bananas"
2516,Billy Meadows,10/3/2025,"Eggs,Carrots"
2517,Thomas Flores,2/11/2025,"Cheese,Carrots,Rice,Juice,Soap"
2518,Teresa Knox,1/26/2025,"Yogurt,Oranges,Oil,Pasta"
2519,John Gonzalez,3/14/2025,"Cheese,Soap,Sugar,Yogurt,Toothpaste,Shampoo,Onions"
2520,James Lewis,12/8/2024,"Bread,Cheese,Yogurt,Juice,Tomatoes"
2521,Kyle Davis,1/11/2025,"Carrots,Oranges,Onions,Apples,Butter,Salt,Cereal"
2522,Ashley Nichols,10/1/2025,"Shampoo,Pasta,Flour,Toothpaste,Soap,Grapes"
2523,Christina Fitzgerald,6/24/2025,"Beef,Shampoo,Bananas,Onions,Flour"
2524,Sandra Sanders,11/9/2025,"Coffee,Cereal,Bananas,Soap"
2525,Barbara Chavez,2/5/2025,"Shampoo,Apples,Oranges,Toothpaste,Grapes"
2526,Charles Potts,1/13/2025,"Flour,Butter,Fish,Salt"
2527,Antonio Welch,1/10/2025,"Bread,Apples,Bananas,Juice,Potatoes"
2528,Miss Diane Santiago,12/1/2024,"Cereal,Fish,Toothpaste,Tea"
2529,Jennifer Serrano,4/21/2025,"Sugar,Onions,Soap"
2530,Amanda Roach,4/16/2025,"Sugar,Onions,Cheese,Tomatoes,Flour,Oil"
2531,Thomas Zuniga,1/11/2025,"Salt,Tomatoes,Toothpaste"
2532,Kristin Keller,8/4/2025,"Flour,Eggs,Soap,Chicken,Grapes,Rice"
2533,Bradley Burton,10/28/2025,"Eggs,Carrots,Oil,Coffee,Flour"
2534,Brenda Saunders,6/13/2025,"Oil,Apples"
2535,Ryan Munoz,3/14/2025,"Apples,Salt,Bread,Yogurt,Juice"
2536,Tiffany Price,9/7/2025,"Chicken,Fish,Carrots,Toothpaste"
2537,Troy Rios,4/22/2025,"Butter,Apples,Toothpaste,Milk,Eggs"
2538,Katherine Boyer,12/21/2024,"Grapes,Toothpaste"
2539,Charles Johnson,6/19/2025,"Oil,Cereal,Apples,Chicken,Milk,Bread,Sugar"
2540,Richard Jones,9/11/2025,"Milk,Potatoes,Toothpaste,Eggs"
2541,Kenneth Larson,11/4/2025,"Soap,Eggs"
2542,Dave Juarez,11/12/2025,"Eggs,Coffee"
2543,Daniel Hobbs,7/18/2025,"Tea,Flour,Yogurt,Apples,Potatoes,Shampoo"
2544,Johnathan Butler,11/25/2024,"Oranges,Bananas,Carrots,Apples"
2545,Kayla Taylor,10/6/2025,"Onions,Potatoes,Chicken,Rice"
2546,Laura Dickson,12/9/2024,"Cheese,Chicken,Sugar"
2547,Travis Thomas,11/22/2024,"Toothpaste,Juice,Onions,Flour"
2548,Mark Maldonado,10/2/2025,"Carrots,Salt,Eggs,Potatoes"
2549,Austin Robertson,9/18/2025,"Butter,Shampoo"
2550,Matthew Williams,11/10/2025,"Juice,Tea,Toothpaste,Onions,Yogurt,Potatoes"
2551,John Moore,4/20/2025,"Cheese,Sugar,Soap,Fish,Potatoes"
2552,Matthew Wilson,5/29/2025,"Shampoo,Juice,Apples"
2553,Joseph Best,7/30/2025,"Oil,Flour,Onions,Rice"
2554,Natalie Ruiz,4/24/2025,"Chicken,Oranges,Soap"
2555,Jeffery West,9/24/2025,"Fish,Soap,Apples,Butter,Eggs,Juice,Coffee"
2556,Raymond Grant,11/26/2024,"Bananas,Soap,Fish,Apples,Potatoes,Onions,Bread"
2557,Lauren Collins,3/16/2025,"Potatoes,Cereal"
2558,Sharon Lewis,2/12/2025,"Cheese,Bananas,Cereal,Butter,Bread,Onions"
2559,Alex Berry,10/25/2025,"Milk,Shampoo"
2560,Vanessa Gibbs,8/4/2025,"Grapes,Flour,Apples,Butter"
2561,Jill Smith,8/23/2025,"Carrots,Cereal,Yogurt,Bread,Oranges"
2562,Robert Cortez,6/5/2025,"Apples,Cheese,Potatoes,Juice"
2563,Christopher Thompson,5/5/2025,"Cereal,Bananas"
2564,Denise Miller MD,4/10/2025,"Fish,Butter,Coffee,Soap,Oil,Bread,Cereal"
2565,Chelsea Goodman,4/24/2025,"Oranges,Sugar,Tomatoes,Toothpaste"
2566,Sean Wilson,2/1/2025,"Juice,Tea,Coffee,Carrots,Apples,Cereal"
2567,Justin Ramirez,12/3/2024,"Sugar,Eggs,Fish,Tomatoes,Bananas,Carrots"
2568,Debra Perez,7/28/2025,"Pasta,Shampoo"
2569,Renee Wood,1/5/2025,"Rice,Shampoo,Bread,Pasta"
2570,Jordan Roth,5/9/2025,"Milk,Oranges"
2571,Rhonda Nelson,9/28/2025,"Coffee,Carrots,Beef,Cereal,Yogurt"
2572,Kyle Padilla,5/4/2025,"Fish,Grapes,Carrots,Milk"
2573,Andrew Daniels,4/29/2025,"Onions,Tea,Carrots,Yogurt,Rice,Soap"
2574,Robert Martinez,1/1/2025,"Cereal,Apples"
2575,Robert Moore,10/13/2025,"Salt,Milk"
2576,William Delgado,8/9/2025,"Shampoo,Apples,Flour,Cheese,Butter"
2577,Amy Fisher,8/29/2025,"Eggs,Butter,Soap,Yogurt"
2578,Heather Martinez,6/6/2025,"Butter,Cereal,Bread,Shampoo,Bananas,Beef,Oil"
2579,Edwin Dillon PhD,7/22/2025,"Rice,Pasta,Juice,Sugar,Bananas,Eggs"
2580,Pamela Brown,7/11/2025,"Cheese,Onions,Milk,Fish,Potatoes,Soap"
2581,Bianca Baker,6/17/2025,"Tea,Shampoo,Eggs,Potatoes,Butter,Toothpaste,Soap"
2582,Ricky Morris,8/25/2025,"Coffee,Tomatoes,Toothpaste"
2583,Austin Bennett,5/23/2025,"Yogurt,Flour,Juice,Fish,Toothpaste"
2584,James Chambers,7/24/2025,"Salt,Yogurt"
2585,Jonathan Chase,6/16/2025,"Milk,Shampoo,Beef,Tomatoes,Pasta,Soap"
2586,Glenn Carter,4/4/2025,"Salt,Bread,Juice,Tomatoes,Butter,Coffee"
2587,Caroline Luna,11/28/2024,"Onions,Apples,Rice"
2588,Jessica Ward,4/30/2025,"Soap,Tea"
2589,Rebecca Potter,2/8/2025,"Shampoo,Salt,Flour,Rice,Coffee,Tea"
2590,Bryan Miller,4/21/2025,"Bananas,Rice,Oranges,Toothpaste,Beef"
2591,Donald Greene,3/13/2025,"Salt,Flour,Yogurt,Fish"
2592,Tristan Taylor,10/13/2025,"Salt,Oranges,Apples,Eggs"
2593,Allison Moore,7/28/2025,"Potatoes,Soap,Toothpaste,Shampoo"
2594,Charles Stevens,2/3/2025,"Soap,Butter,Apples,Salt,Flour"
2595,Kimberly Joseph,9/3/2025,"Soap,Oil,Carrots,Rice,Shampoo,Fish,Pasta"
2596,Ashley Garcia,4/9/2025,"Bread,Flour"
2597,Thomas Cooley,7/22/2025,"Carrots,Cheese,Cereal,Oranges,Fish,Chicken,Flour"
2598,Erin Johnson,7/24/2025,"Eggs,Shampoo"
2599,Elizabeth Sparks,4/19/2025,"Shampoo,Tomatoes,Tea,Soap,Rice,Salt"
2600,Joann Brown,2/1/2025,"Apples,Salt,Bananas,Eggs,Juice,Cheese,Chicken"
2601,Michael Gaines,10/7/2025,"Soap,Carrots,Oil,Flour,Bread,Milk,Pasta"
2602,Robert Campbell,11/26/2024,"Apples,Grapes,Soap,Pasta,Milk,Chicken"
2603,Charles Young,12/22/2024,"Butter,Onions,Tomatoes"
2604,Alyssa Ortiz,3/10/2025,"Coffee,Cereal"
2605,Robert Wilkerson,8/30/2025,"Bread,Coffee,Flour,Pasta"
2606,Samantha Cruz,3/15/2025,"Salt,Yogurt,Tea,Carrots"
2607,Greg Mendoza,5/15/2025,"Beef,Cereal,Toothpaste,Yogurt,Oil,Butter"
2608,Alexander Lambert,6/21/2025,"Salt,Milk,Grapes,Bread,Bananas,Oranges"
2609,Timothy Woodard,5/6/2025,"Oranges,Butter,Chicken,Onions,Soap"
2610,Andrew Johns,6/12/2025,"Flour,Beef,Cereal,Milk,Pasta,Shampoo"
2611,William Ayers,8/22/2025,"Beef,Soap,Milk,Toothpaste,Carrots,Coffee,Tomatoes"
2612,Laura Sanchez,2/17/2025,"Tea,Chicken,Toothpaste,Butter,Juice,Oranges,Fish"
2613,Nicholas Buck,5/6/2025,"Bread,Tea,Pasta"
2614,Alicia Jones,11/20/2024,"Beef,Bread"
2615,Jacqueline Wilson,8/14/2025,"Fish,Rice"
2616,Stacy Cooper,4/19/2025,"Apples,Pasta"
2617,Nicole Oconnor,12/9/2024,"Bread,Fish,Cheese,Coffee,Shampoo"
2618,Heather Cameron,7/4/2025,"Coffee,Sugar,Onions,Tomatoes,Milk,Potatoes"
2619,Stephanie Garcia,3/5/2025,"Tea,Sugar,Eggs,Carrots,Milk,Oranges,Juice"
2620,Michael Miller,12/17/2024,"Toothpaste,Flour,Bread"
2621,Paul Butler,4/7/2025,"Bananas,Sugar,Cheese"
2622,Mark Garrett,4/13/2025,"Oil,Milk"
2623,Kelly Hines,12/9/2024,"Fish,Salt,Milk,Bread,Oranges,Yogurt"
2624,Laura Greene,3/19/2025,"Fish,Toothpaste,Pasta,Chicken"
2625,Matthew Johnson,7/13/2025,"Beef,Apples,Chicken"
2626,Daniel Durham,12/10/2024,"Tomatoes,Chicken,Rice,Bananas,Fish"
2627,Mrs. Katherine Hardy,7/15/2025,"Toothpaste,Carrots,Onions,Eggs,Sugar"
2628,Jason Baird,11/23/2024,"Rice,Bananas,Flour"
2629,Mackenzie Garner,8/17/2025,"Rice,Shampoo,Butter,Fish,Carrots"
2630,Brian Levine,9/13/2025,"Fish,Onions,Tea,Cheese,Eggs"
2631,Ellen Johnson,5/1/2025,"Beef,Milk"
2632,Mark Hall,1/29/2025,"Cheese,Onions"
2633,Michael Melendez,6/8/2025,"Milk,Potatoes,Pasta,Apples"
2634,Anna Jordan,10/3/2025,"Tea,Bread,Oil,Milk,Yogurt"
2635,George Barker,2/21/2025,"Tomatoes,Grapes,Shampoo,Bananas,Carrots,Yogurt,Chicken"
2636,Jeremy Chavez,1/8/2025,"Oil,Fish,Juice,Cereal,Coffee,Pasta"
2637,Michael Simpson,7/24/2025,"Rice,Beef,Sugar,Fish,Toothpaste,Coffee,Oil"
2638,Leslie Howard,6/26/2025,"Fish,Bananas,Flour,Toothpaste"
2639,Terrence Ochoa,3/6/2025,"Toothpaste,Cheese,Coffee,Bananas,Sugar,Oil"
2640,Cory Anderson,8/17/2025,"Grapes,Shampoo,Coffee,Chicken,Pasta,Juice"
2641,Elizabeth Cohen,11/27/2024,"Toothpaste,Cheese,Oranges,Oil,Flour,Sugar"
2642,April Hughes,4/5/2025,"Apples,Shampoo"
2643,Tony Daniels,7/2/2025,"Apples,Butter"
2644,Maria Jones,3/10/2025,"Butter,Cereal,Shampoo,Sugar,Eggs,Cheese,Toothpaste"
2645,Zachary Morton,1/19/2025,"Salt,Oranges,Soap,Carrots"
2646,Daniel Dominguez,8/11/2025,"Apples,Coffee,Cereal,Cheese,Tea,Flour,Yogurt"
2647,Amber Castillo,1/15/2025,"Potatoes,Grapes,Coffee"
2648,Johnny Lyons,6/7/2025,"Potatoes,Bananas,Oranges,Beef,Soap,Milk"
2649,Amanda Ho,7/27/2025,"Coffee,Juice,Tomatoes"
2650,Donald Medina,5/17/2025,"Shampoo,Pasta"
2651,Andrew Sanchez,4/18/2025,"Grapes,Toothpaste,Fish,Pasta,Oil,Rice"
2652,Natalie Mcintyre,2/4/2025,"Eggs,Flour,Coffee,Juice,Bread,Shampoo"
2653,Heather Moreno,8/24/2025,"Eggs,Soap,Coffee,Chicken,Flour"
2654,Jennifer Rosales,11/2/2025,"Beef,Juice,Toothpaste,Tomatoes,Bananas"
2655,Kurt Davis,3/19/2025,"Pasta,Rice,Toothpaste,Salt"
2656,Danielle Greene,7/19/2025,"Pasta,Soap,Grapes,Oranges,Potatoes,Carrots,Rice"
2657,Christine Ho,6/17/2025,"Salt,Oil,Grapes,Cereal"
2658,Christopher Wagner,6/26/2025,"Oil,Cereal"
2659,Joshua Hernandez,12/5/2024,"Eggs,Soap,Potatoes"
2660,Maurice Hardy,11/11/2025,"Cereal,Chicken,Bananas"
2661,Jacob Jackson,12/27/2024,"Chicken,Pasta,Salt,Butter,Coffee,Potatoes"
2662,Mary Hodges,5/16/2025,"Bread,Oranges,Grapes,Carrots"
2663,Calvin Russell,3/4/2025,"Cereal,Salt,Chicken,Milk,Coffee"
2664,Adam Johnson,5/8/2025,"Tomatoes,Eggs,Butter,Potatoes"
2665,Jennifer Calhoun,1/24/2025,"Salt,Bread,Milk,Oranges"
2666,Susan Branch,5/22/2025,"Rice,Toothpaste,Sugar,Onions,Potatoes"
2667,Mercedes Thomas,2/21/2025,"Rice,Coffee"
2668,Kiara Martin,10/29/2025,"Carrots,Juice,Yogurt,Flour,Bread,Cereal"
2669,David Reyes,8/17/2025,"Tea,Cheese,Milk,Beef,Oranges"
2670,Jenna White,8/30/2025,"Oil,Oranges,Salt,Soap,Grapes"
2671,Frederick Wilson,6/2/2025,"Beef,Butter,Rice"
2672,Cheryl Wilkinson,10/6/2025,"Rice,Cereal,Juice,Tea,Yogurt"
2673,Samantha Weeks,10/30/2025,"Soap,Carrots,Chicken,Tea,Eggs"
2674,Mr. Brian Burgess,8/20/2025,"Pasta,Salt,Oranges,Juice,Bananas,Flour"
2675,Jon Robinson,3/31/2025,"Salt,Chicken,Oil"
2676,Richard Torres,6/17/2025,"Tea,Flour,Salt,Fish,Toothpaste"
2677,Theresa Petersen,10/1/2025,"Pasta,Bananas,Juice,Milk,Cheese"
2678,Toni Murphy,9/9/2025,"Fish,Pasta,Eggs,Oranges,Grapes,Oil"
2679,Samuel Jones,4/23/2025,"Rice,Apples,Bananas"
2680,Patricia Yates DVM,6/16/2025,"Carrots,Bread,Beef"
2681,Christina Solis,8/31/2025,"Cereal,Salt,Milk,Chicken"
2682,Susan Cox,12/27/2024,"Onions,Juice,Rice"
2683,Kristen Fisher,10/11/2025,"Soap,Fish,Oranges,Cereal"
2684,James Rogers,8/24/2025,"Pasta,Coffee,Shampoo,Grapes,Milk,Carrots,Eggs"
2685,Javier Shah,5/23/2025,"Bread,Juice"
2686,Betty Howell,6/13/2025,"Tea,Oranges,Carrots,Bananas,Milk,Potatoes,Cereal"
2687,Tony Brown,11/18/2025,"Coffee,Shampoo,Potatoes,Oranges"
2688,Vincent Strickland,11/6/2025,"Fish,Carrots"
2689,Michael Fernandez,11/15/2025,"Toothpaste,Fish"
2690,Shelly Moon,4/26/2025,"Potatoes,Beef,Yogurt,Shampoo,Oil,Coffee,Chicken"
2691,Daniel Gray,9/18/2025,"Butter,Toothpaste,Bread"
2692,Lisa Jones,1/25/2025,"Flour,Potatoes,Fish,Grapes,Beef,Tea,Cereal"
2693,Beth Rivera,1/25/2025,"Bananas,Tomatoes,Cheese,Flour,Cereal,Oranges"
2694,Nichole Warner,8/23/2025,"Salt,Butter,Carrots,Bananas"
2695,Susan Gallegos,6/13/2025,"Tomatoes,Milk,Apples"
2696,Jack Frank,9/7/2025,"Beef,Fish,Oranges,Butter,Eggs"
2697,Ronald Oneal,9/22/2025,"Pasta,Oranges,Coffee,Juice,Toothpaste,Sugar,Chicken"
2698,Steven Ryan,12/9/2024,"Fish,Rice"
2699,Melissa Patton,11/21/2024,"Grapes,Fish,Bananas,Yogurt,Toothpaste,Onions"
2700,Kathy Ponce,12/13/2024,"Beef,Cereal,Tomatoes,Rice,Yogurt"
2701,Christine Arnold,11/14/2025,"Bread,Tomatoes,Oranges"
2702,Julie Choi,9/26/2025,"Tea,Butter,Sugar,Onions,Pasta,Bananas,Grapes"
2703,Donald Bailey MD,4/8/2025,"Cereal,Beef,Toothpaste,Onions"
2704,David Ryan,12/21/2024,"Sugar,Toothpaste,Salt,Apples,Carrots,Pasta,Cereal"
2705,Richard Fischer,6/29/2025,"Pasta,Apples,Butter,Cheese"
2706,Holly Alvarado,12/7/2024,"Apples,Pasta,Cheese,Coffee,Rice,Oranges,Bread"
2707,Jonathan Butler,5/8/2025,"Bread,Chicken"
2708,Sheila Hurley,7/23/2025,"Oil,Apples,Cheese,Bananas,Chicken,Tea"
2709,Jordan Underwood,3/5/2025,"Soap,Pasta,Rice,Onions"
2710,Jeff Lee,4/6/2025,"Tea,Fish,Oranges,Soap,Pasta"
2711,Amanda Hood,3/28/2025,"Potatoes,Butter,Salt,Pasta,Yogurt"
2712,Aaron Miller,11/20/2024,"Carrots,Oil,Pasta,Bread,Coffee,Yogurt,Soap"
2713,Dr. Shawn Cole,9/18/2025,"Potatoes,Cereal,Milk"
2714,Wesley Burns,12/19/2024,"Flour,Chicken,Milk,Bananas,Salt,Grapes"
2715,John Romero,1/6/2025,"Yogurt,Apples,Potatoes,Salt,Juice,Bananas,Sugar"
2716,Michael Miller,12/2/2024,"Sugar,Beef,Coffee,Grapes,Cheese,Milk"
2717,Casey Taylor,3/16/2025,"Fish,Oranges"
2718,Cathy Marshall,11/1/2025,"Pasta,Bananas,Cheese,Onions,Tomatoes"
2719,Emily Johnson,7/17/2025,"Yogurt,Rice,Chicken,Apples,Cheese"
2720,Kyle Brown,3/30/2025,"Chicken,Beef,Shampoo"
2721,Mindy Roy,4/13/2025,"Cereal,Salt"
2722,William Peterson,2/28/2025,"Pasta,Sugar,Shampoo,Flour"
2723,Jenny Davis,4/27/2025,"Flour,Fish,Pasta"
2724,Lonnie Harris,2/25/2025,"Tea,Coffee,Toothpaste,Chicken,Oil,Cereal,Eggs"
2725,Natalie Jones,1/11/2025,"Eggs,Apples,Cereal,Onions,Coffee,Fish"
2726,Michelle Schroeder,12/8/2024,"Coffee,Milk,Pasta,Tomatoes,Sugar,Tea"
2727,Nicole Butler,12/6/2024,"Soap,Cheese,Eggs,Apples,Juice,Fish"
2728,Kim Lane,7/2/2025,"Flour,Salt,Bread,Grapes"
2729,Matthew Hess,1/7/2025,"Chicken,Tea"
2730,Steven Baker,4/17/2025,"Juice,Soap"
2731,Sue Gutierrez,1/4/2025,"Fish,Sugar,Tomatoes,Eggs,Yogurt,Milk"
2732,Teresa Vargas,5/27/2025,"Apples,Oranges,Bread,Soap,Bananas"
2733,Angela Kemp,11/19/2024,"Carrots,Toothpaste,Sugar,Pasta,Eggs"
2734,Bridget Frost,3/12/2025,"Butter,Sugar"
2735,Kelly Silva,10/18/2025,"Butter,Oranges,Coffee,Eggs"
2736,Shawn Bentley,4/3/2025,"Rice,Cheese,Beef"
2737,Jeremiah Donovan,2/22/2025,"Sugar,Butter,Yogurt"
2738,David Henry,5/7/2025,"Soap,Yogurt,Tea,Onions,Pasta,Bread"
2739,Tyler Ingram,12/18/2024,"Coffee,Onions,Bananas"
2740,Madeline Moore,4/3/2025,"Tea,Carrots,Salt,Milk"
2741,Manuel Whitaker,12/8/2024,"Potatoes,Shampoo,Tomatoes"
2742,Aaron Lucas,3/28/2025,"Fish,Pasta,Chicken"
2743,Natalie Harding,8/12/2025,"Onions,Potatoes,Milk,Apples,Grapes,Yogurt"
2744,Donna Flores,7/22/2025,"Salt,Bread,Cheese"
2745,Tricia Mathews,7/20/2025,"Beef,Cereal,Rice"
2746,Danielle Keller,8/3/2025,"Tea,Coffee"
2747,Stephanie Morris,1/12/2025,"Coffee,Toothpaste,Cereal,Eggs,Butter,Beef,Pasta"
2748,James Webb,11/29/2024,"Fish,Salt,Chicken,Beef,Sugar,Carrots,Grapes"
2749,Chad Tucker,4/29/2025,"Oil,Fish,Shampoo,Carrots,Juice,Cheese,Soap"
2750,Melissa Smith,4/28/2025,"Soap,Fish,Oranges"
2751,Tiffany Torres,2/4/2025,"Flour,Tomatoes"
2752,Elaine Cooper,6/15/2025,"Soap,Onions"
2753,Ivan Bryant,3/31/2025,"Oranges,Grapes,Shampoo,Flour"
2754,Sheryl Jordan,1/8/2025,"Cereal,Chicken,Salt,Toothpaste,Oil"
2755,Barbara Greene,12/24/2024,"Oranges,Juice,Apples,Salt,Soap"
2756,Suzanne Smith,4/8/2025,"Fish,Oranges,Oil,Coffee,Cereal,Tea,Eggs"
2757,Sandy Ortega,12/11/2024,"Tomatoes,Eggs,Bread,Apples,Potatoes,Rice"
2758,Autumn Lloyd,7/20/2025,"Butter,Pasta,Coffee,Yogurt,Tea,Toothpaste,Salt"
2759,Christian Sutton,6/4/2025,"Oil,Eggs,Beef,Sugar,Flour,Coffee,Tea"
2760,Andrew Thomas,5/29/2025,"Milk,Potatoes,Grapes,Shampoo,Yogurt,Oranges,Eggs"
2761,Ethan Mendoza,10/27/2025,"Cereal,Tea"
2762,Elizabeth Wheeler,7/24/2025,"Pasta,Onions"
2763,Daniel Green,5/1/2025,"Yogurt,Apples,Milk,Oil,Grapes,Rice,Butter"
2764,Emily Boyle,7/7/2025,"Milk,Bananas,Fish"
2765,Oscar Stanton,11/2/2025,"Soap,Rice,Beef,Oranges,Coffee,Eggs,Toothpaste"
2766,Jennifer Vaughan,11/16/2025,"Shampoo,Salt"
2767,Donald Brown,5/6/2025,"Milk,Eggs,Coffee,Salt,Grapes"
2768,Dr. Timothy Newton,3/27/2025,"Grapes,Salt,Milk,Bananas,Yogurt"
2769,Patrick Jones,11/15/2025,"Shampoo,Potatoes,Apples"
2770,Brittany Collins,9/22/2025,"Sugar,Rice,Bread,Milk,Bananas,Oil"
2771,Shawn Alexander,6/8/2025,"Tea,Potatoes,Sugar,Salt"
2772,Jacob Davis,3/2/2025,"Chicken,Coffee"
2773,Patricia Wilson,7/2/2025,"Carrots,Coffee,Beef,Oranges,Onions,Rice,Eggs"
2774,Nathan Rios,6/26/2025,"Bread,Eggs,Tea"
2775,Carrie Holden,5/30/2025,"Chicken,Salt,Toothpaste,Grapes"
2776,Leonard Bradshaw,3/2/2025,"Coffee,Milk"
2777,Rebekah Williams,7/6/2025,"Carrots,Flour,Oranges,Beef,Shampoo"
2778,Kristin Rivas,1/1/2025,"Pasta,Fish,Salt,Oranges,Tomatoes"
2779,John Hansen,9/12/2025,"Eggs,Apples"
2780,Roger Walker,7/9/2025,"Bread,Carrots"
2781,Angel Shields,11/12/2025,"Cheese,Coffee,Shampoo,Oranges,Cereal,Flour,Rice"
2782,Christopher Hughes,8/19/2025,"Pasta,Tomatoes"
2783,Kenneth Waller,5/10/2025,"Toothpaste,Butter,Eggs,Oranges,Soap"
2784,Paul Johnson,2/10/2025,"Beef,Milk,Butter,Apples,Yogurt"
2785,Meghan Sims,2/14/2025,"Flour,Tomatoes,Coffee,Pasta"
2786,Thomas Jackson,7/17/2025,"Bread,Coffee,Toothpaste"
2787,Jeanette Thomas,7/29/2025,"Juice,Onions,Fish"
2788,Richard Ramos,11/30/2024,"Yogurt,Eggs,Fish,Milk,Shampoo,Butter"
2789,Christopher Brooks,9/29/2025,"Sugar,Shampoo,Cereal,Bread,Bananas"
2790,James Williams,4/2/2025,"Tea,Eggs,Carrots,Toothpaste"
2791,Charles Johnston,11/10/2025,"Apples,Soap,Cereal,Fish,Potatoes"
2792,Sandra Rubio,10/15/2025,"Salt,Fish,Cereal,Potatoes,Oil,Milk"
2793,Jose Hayden,12/13/2024,"Bananas,Coffee,Flour"
2794,Dillon Petersen,6/25/2025,"Potatoes,Butter"
2795,James Walker,9/7/2025,"Coffee,Cheese,Shampoo"
2796,Norman Everett,3/23/2025,"Milk,Oil,Shampoo,Fish,Rice"
2797,Antonio Underwood,9/21/2025,"Bread,Beef,Tea,Eggs,Toothpaste"
2798,Caitlyn Foster,10/13/2025,"Carrots,Cereal,Tea,Coffee,Flour,Butter"
2799,Andrew Wise,1/14/2025,"Sugar,Salt,Bread"
2800,Annette Moore,10/27/2025,"Shampoo,Rice,Pasta"
2801,Meghan Mitchell,1/11/2025,"Carrots,Toothpaste,Flour,Tomatoes,Oranges,Cheese,Rice"
2802,David Tran,8/25/2025,"Shampoo,Bananas,Sugar,Toothpaste"
2803,Alexander Johnson,11/24/2024,"Cheese,Soap,Oil,Rice"
2804,Megan Jimenez,7/22/2025,"Potatoes,Tea,Coffee,Pasta,Eggs,Bananas"
2805,Betty Norris,8/21/2025,"Toothpaste,Coffee,Butter"
2806,Heather Johnson,8/31/2025,"Apples,Bananas,Oil,Oranges"
2807,Jacob Hall Jr.,7/9/2025,"Soap,Cereal,Tomatoes,Cheese"
